work_id,mp_id,state,district,constituency,work_category,work_subcategory,work_description,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,recommendation_date,sanction_date,work_order_date,expected_completion_days,actual_completion_days,status,implementing_agency_id,contractor_id,latitude,longitude,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,fraud_label,anomaly_type
MPLADS-W009707,MP0347,Manipur,District 107,Constituency 347,Road,Culvert Construction,Culvert Construction for public use in Constituency 347,1158713.44,1458490.2,1907446.87,2024-10-25,2025-01-19,2025-04-03,129,159,In Progress,AG0022,V00046,22.277192,82.169782,0,1,0,0,4,1,cost_anomaly
MPLADS-W009708,MP0347,Manipur,District 107,Constituency 347,Road,Culvert Construction,Culvert Construction for public use in Constituency 347,1196322.23,1225293.68,1199360.01,2025-02-18,2025-08-06,2025-10-07,170,185,Completed,AG0022,V00007,22.404203,82.065528,1,1,1,0,4,0,none
MPLADS-W009709,MP0347,Manipur,District 107,Constituency 347,Education,Smart Classroom,Smart Classroom for public use in Constituency 347,2234952.79,3751451.6,5162888.55,2024-10-13,2024-12-09,2025-03-12,100,138,In Progress,AG0073,V00031,22.351619,82.232551,0,1,1,1,7,1,cost_anomaly
MPLADS-W009710,MP0347,Manipur,District 107,Constituency 347,Sports,Open Gym,Open Gym for public use in Constituency 347,1908814.64,2064813.78,1917305.2,2024-11-12,2025-02-02,2025-04-19,238,375,Completed,AG0073,V00007,22.317643,82.256082,0,0,0,2,5,1,ghost_asset
MPLADS-W009711,MP0347,Manipur,District 107,Constituency 347,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 347,989331.59,1589293.14,1979521.21,2024-04-30,2024-07-15,2024-10-29,242,292,Completed,AG0022,V00031,22.47678,82.265872,1,1,1,0,3,1,cost_anomaly
MPLADS-W009712,MP0347,Manipur,District 107,Constituency 347,Sports,Playground,Playground for public use in Constituency 347,2012262.79,2101781.29,1998734.0,2024-04-17,2024-08-03,2024-11-02,132,180,Completed,AG0022,V00031,22.301088,82.231066,0,1,1,2,4,1,duplicate_work
MPLADS-W009713,MP0347,Manipur,District 107,Constituency 347,Drainage,Drain Repair,Drain Repair for public use in Constituency 347,893378.52,979839.5,1120992.42,2024-05-14,2024-08-19,2024-11-24,177,213,Completed,AG0073,V00007,22.347915,82.006295,0,1,1,3,6,1,duplicate_work
MPLADS-W009714,MP0347,Manipur,District 107,Constituency 347,Sports,Sports Complex,Sports Complex for public use in Constituency 347,1945461.78,1951179.64,2139808.13,2025-08-06,2025-12-10,2026-02-26,113,111,In Progress,AG0096,V00031,22.360225,82.107875,1,1,1,5,4,1,duplicate_work
MPLADS-W009715,MP0347,Manipur,District 107,Constituency 347,Community,Bus Shelter,Bus Shelter for public use in Constituency 347,1709129.39,1660088.6,1725371.27,2024-08-05,2024-11-28,2025-03-21,239,483,In Progress,AG0022,V00007,22.272747,82.280385,1,0,1,0,4,1,delay_anomaly
MPLADS-W009716,MP0347,Manipur,District 107,Constituency 347,Community,Public Facility,Public Facility for public use in Constituency 347,1219520.09,1235759.22,1272556.88,2025-07-12,2025-10-09,2025-12-11,263,273,Completed,AG0096,V00046,22.330831,82.138597,1,1,1,0,3,0,none
MPLADS-W009717,MP0348,Sikkim,District 108,Constituency 348,Sports,Sports Complex,Sports Complex for public use in Constituency 348,5866271.05,5751295.75,5521702.22,2024-09-07,2024-09-17,2024-10-04,129,146,Completed,AG0092,V00405,29.691151,89.06469,1,1,1,0,3,0,none
MPLADS-W009718,MP0348,Sikkim,District 108,Constituency 348,Water,Borewell,Borewell for public use in Constituency 348,4233379.53,4066445.11,3838947.31,2025-05-13,2025-05-21,2025-05-26,178,156,Completed,AG0092,V00301,29.783653,89.023159,1,1,1,0,2,0,none
MPLADS-W009719,MP0348,Sikkim,District 108,Constituency 348,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 348,3933238.39,4068178.68,4096239.81,2025-01-31,2025-02-22,2025-03-02,177,173,In Progress,AG0032,V00156,29.567105,89.112094,1,1,1,0,2,0,none
MPLADS-W009720,MP0348,Sikkim,District 108,Constituency 348,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 348,5627250.71,5649941.34,5693098.42,2024-07-13,2024-07-20,2024-08-05,137,134,Completed,AG0032,V00301,29.572336,89.13056,1,1,1,0,4,0,none
MPLADS-W009721,MP0348,Sikkim,District 108,Constituency 348,Education,School Library,School Library for public use in Constituency 348,5759153.2,5718902.51,5679495.67,2024-11-23,2024-12-18,2025-01-02,188,178,Completed,AG0067,V00301,29.581158,89.215584,1,1,1,0,3,0,none
MPLADS-W009722,MP0348,Sikkim,District 108,Constituency 348,Water,Borewell,Borewell for public use in Constituency 348,2983504.38,3046024.98,2983992.5,2024-06-07,2024-06-20,2024-07-10,248,234,Completed,AG0032,V00301,29.651555,89.041168,1,1,1,0,3,0,none
MPLADS-W009723,MP0348,Sikkim,District 108,Constituency 348,Education,School Building,School Building for public use in Constituency 348,5323168.84,5191262.56,4845627.99,2024-06-08,2024-07-06,2024-07-23,117,130,Completed,AG0032,V00156,29.569333,89.075483,1,1,1,0,2,0,none
MPLADS-W009724,MP0348,Sikkim,District 108,Constituency 348,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 348,5416416.41,5410813.85,5256034.56,2025-08-09,2025-08-27,2025-09-09,255,230,In Progress,AG0067,V00301,29.661315,89.143531,1,1,1,0,3,0,none
MPLADS-W009725,MP0348,Sikkim,District 108,Constituency 348,Community,Bus Shelter,Bus Shelter for public use in Constituency 348,4611300.48,4486052.99,4267066.64,2025-07-19,2025-08-03,2025-08-15,246,253,In Progress,AG0032,V00405,29.552528,89.271008,1,1,1,0,3,0,none
MPLADS-W009726,MP0348,Sikkim,District 108,Constituency 348,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 348,6915264.41,7027937.7,6502624.29,2024-06-28,2024-07-19,2024-07-28,257,260,Completed,AG0092,V00156,29.664036,89.021989,1,1,1,0,4,0,none
MPLADS-W009727,MP0348,Sikkim,District 108,Constituency 348,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 348,3473672.39,3357056.33,3243679.7,2024-11-22,2024-12-06,2024-12-25,233,238,In Progress,AG0067,V00156,29.651905,89.072919,1,1,1,0,2,0,none
MPLADS-W009728,MP0348,Sikkim,District 108,Constituency 348,Drainage,RCC Drain,RCC Drain for public use in Constituency 348,6104781.74,6235255.66,6303678.25,2024-09-08,2024-09-27,2024-10-04,131,139,Completed,AG0067,V00405,29.686322,89.022481,1,1,1,0,3,0,none
MPLADS-W009729,MP0348,Sikkim,District 108,Constituency 348,Road,Bridge Approach,Bridge Approach for public use in Constituency 348,6553187.81,6772913.43,6636142.13,2024-11-24,2024-12-08,2024-12-27,115,108,Completed,AG0092,V00405,29.793599,89.100043,1,1,1,0,4,0,none
MPLADS-W009730,MP0348,Sikkim,District 108,Constituency 348,Sports,Sports Complex,Sports Complex for public use in Constituency 348,4620037.58,4689976.07,4574240.36,2025-02-01,2025-02-15,2025-02-25,104,76,In Progress,AG0067,V00301,29.777266,89.182597,1,1,1,0,2,0,none
MPLADS-W009731,MP0348,Sikkim,District 108,Constituency 348,Health,Clinic Building,Clinic Building for public use in Constituency 348,2956507.97,3034331.48,3027571.29,2024-09-25,2024-10-19,2024-11-01,214,214,Completed,AG0032,V00109,29.676238,89.169326,1,1,1,0,2,0,none
MPLADS-W009732,MP0348,Sikkim,District 108,Constituency 348,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 348,5446185.87,5517668.49,5234915.73,2024-04-06,2024-04-13,2024-04-30,262,232,Completed,AG0092,V00405,29.747349,89.276449,1,1,1,0,2,0,none
MPLADS-W009733,MP0348,Sikkim,District 108,Constituency 348,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 348,3283874.68,3270671.31,3118606.18,2025-05-29,2025-06-24,2025-07-02,262,276,Completed,AG0092,V00156,29.575813,89.047655,1,1,1,1,2,0,none
MPLADS-W009734,MP0348,Sikkim,District 108,Constituency 348,Community,Community Hall,Community Hall for public use in Constituency 348,6102859.78,5977238.13,5496819.0,2024-10-21,2024-11-13,2024-11-27,112,251,In Progress,AG0092,V00156,29.653551,89.171426,0,1,1,0,2,1,delay_anomaly
MPLADS-W009735,MP0348,Sikkim,District 108,Constituency 348,Road,Culvert Construction,Culvert Construction for public use in Constituency 348,4705252.08,4749794.02,4785999.28,2024-12-12,2024-12-31,2025-01-13,233,204,Completed,AG0092,V00405,29.57548,89.114121,1,1,1,0,3,0,none
MPLADS-W009736,MP0348,Sikkim,District 108,Constituency 348,Road,Road Construction,Road Construction for public use in Constituency 348,2701692.45,2744108.64,2619092.88,2024-05-31,2024-06-25,2024-07-14,218,208,Completed,AG0067,V00156,29.760793,89.238173,1,1,1,0,4,0,none
MPLADS-W009737,MP0348,Sikkim,District 108,Constituency 348,Education,School Building,School Building for public use in Constituency 348,2366122.81,2290769.13,2259300.18,2024-10-07,2024-11-03,2024-11-23,139,146,Sanctioned,AG0032,V00156,29.732973,89.131226,1,1,1,1,2,0,none
MPLADS-W009738,MP0348,Sikkim,District 108,Constituency 348,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 348,3109508.88,3024539.14,2862600.97,2024-06-03,2024-06-27,2024-07-03,223,243,Completed,AG0032,V00301,29.572289,89.116386,1,1,1,0,2,0,none
MPLADS-W009739,MP0348,Sikkim,District 108,Constituency 348,Community,Public Facility,Public Facility for public use in Constituency 348,4493400.81,4557366.42,4627295.74,2025-03-02,2025-03-16,2025-04-04,149,149,Completed,AG0092,V00156,29.739822,89.215641,1,1,1,0,4,0,none
MPLADS-W009740,MP0348,Sikkim,District 108,Constituency 348,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 348,5905026.71,6095985.28,5762443.89,2025-07-01,2025-07-18,2025-08-02,145,128,Completed,AG0032,V00109,29.709197,89.031326,1,1,1,1,4,0,none
MPLADS-W009741,MP0348,Sikkim,District 108,Constituency 348,Road,Road Construction,Road Construction for public use in Constituency 348,6875996.52,7299019.63,6052144.36,2024-09-09,2024-10-07,2024-10-25,166,464,Completed,AG0092,V00156,29.707034,89.183596,1,1,1,0,3,1,delay_anomaly
MPLADS-W009742,MP0348,Sikkim,District 108,Constituency 348,Drainage,RCC Drain,RCC Drain for public use in Constituency 348,6174710.55,6164042.44,5760058.01,2025-01-23,2025-02-13,2025-03-02,112,102,Completed,AG0092,V00156,29.666522,89.055518,1,1,1,0,3,0,none
MPLADS-W009743,MP0348,Sikkim,District 108,Constituency 348,Health,Clinic Building,Clinic Building for public use in Constituency 348,6000928.64,5840729.52,5610667.41,2024-07-05,2024-07-22,2024-08-10,269,261,In Progress,AG0092,V00156,29.554243,89.133587,1,1,1,0,3,0,none
MPLADS-W009744,MP0348,Sikkim,District 108,Constituency 348,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 348,6741319.19,6973017.84,6847190.45,2025-01-04,2025-01-26,2025-02-15,183,191,In Progress,AG0092,V00405,29.713945,89.125644,1,1,1,0,2,0,none
MPLADS-W009745,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Road,Culvert Construction,Culvert Construction for public use in Constituency 349,1580945.38,1826834.11,2204848.92,2024-09-19,2024-11-03,2025-02-14,197,281,Completed,AG0111,V00047,19.485375,74.153993,0,0,0,2,7,1,ghost_asset
MPLADS-W009746,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Community,Public Facility,Public Facility for public use in Constituency 349,820778.22,829797.49,852413.29,2025-06-17,2025-08-16,2025-11-20,201,184,Completed,AG0141,V00047,19.568189,74.307111,1,1,1,0,4,0,none
MPLADS-W009747,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Road,Road Construction,Road Construction for public use in Constituency 349,1663160.81,1687103.25,1629038.44,2024-07-18,2024-12-31,2025-03-17,99,117,In Progress,AG0141,V00005,19.739,74.291003,0,1,1,5,6,1,duplicate_work
MPLADS-W009748,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 349,1354641.36,1354426.11,1050744.04,2025-03-31,2025-06-18,2025-08-03,249,409,Completed,AG0111,V00047,19.577799,74.082502,1,0,1,0,4,1,delay_anomaly
MPLADS-W009749,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 349,1611020.67,1559321.2,1165483.38,2024-06-14,2024-10-03,2025-01-30,112,280,Sanctioned,AG0031,V00005,19.745481,74.257392,0,1,1,0,4,1,delay_anomaly
MPLADS-W009750,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Sports,Sports Complex,Sports Complex for public use in Constituency 349,894444.07,1227743.11,1731078.33,2024-09-07,2024-10-19,2025-01-19,259,303,Completed,AG0111,V00047,19.655416,74.175878,1,1,0,1,4,1,cost_anomaly
MPLADS-W009751,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 349,1701689.87,1959470.13,2323951.82,2024-10-24,2025-01-31,2025-05-10,153,200,In Progress,AG0141,V00047,19.75815,74.194428,0,1,0,2,7,1,vendor_anomaly
MPLADS-W009752,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 349,941435.79,1034947.44,1091970.66,2025-01-22,2025-03-08,2025-06-25,228,233,In Progress,AG0031,V00047,19.602498,74.149957,1,1,1,6,3,1,duplicate_work
MPLADS-W009753,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Education,School Building,School Building for public use in Constituency 349,975346.12,946862.94,921338.88,2025-03-17,2025-08-09,2025-09-22,172,330,In Progress,AG0141,V00047,19.598458,74.221044,1,0,1,0,2,1,delay_anomaly
MPLADS-W009754,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Water,Borewell,Borewell for public use in Constituency 349,1421317.46,1532920.33,1827174.37,2025-03-07,2025-06-04,2025-07-19,230,277,Completed,AG0031,V00003,19.712419,74.210378,0,0,0,0,14,1,payment_anomaly
MPLADS-W009755,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Electricity,Electrification,Electrification for public use in Constituency 349,751951.71,816957.19,795135.39,2025-01-10,2025-03-05,2025-06-10,144,244,Completed,AG0141,V00047,19.621901,74.077131,0,0,0,2,8,1,ghost_asset
MPLADS-W009756,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Drainage,Drain Repair,Drain Repair for public use in Constituency 349,1363705.42,1609162.34,1829120.92,2024-06-17,2024-10-15,2024-11-23,183,247,Completed,AG0031,V00047,19.558579,74.192336,0,1,0,0,6,1,ghost_asset
MPLADS-W009757,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Education,Smart Classroom,Smart Classroom for public use in Constituency 349,910510.62,898744.13,899598.14,2024-10-23,2024-12-31,2025-03-20,249,261,Completed,AG0111,V00005,19.652623,74.108262,1,1,1,0,2,0,none
MPLADS-W009758,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Road,Culvert Construction,Culvert Construction for public use in Constituency 349,1500978.06,1648603.95,1822845.75,2024-12-17,2025-03-03,2025-04-02,241,227,Completed,AG0111,V00003,19.61474,74.117491,0,1,1,3,5,1,duplicate_work
MPLADS-W009759,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Health,Clinic Building,Clinic Building for public use in Constituency 349,926184.09,893796.57,852175.08,2025-07-24,2025-12-06,2026-02-15,139,134,In Progress,AG0111,V00003,19.67475,74.270933,1,1,1,0,4,0,none
MPLADS-W009760,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Sports,Playground,Playground for public use in Constituency 349,1262106.88,1344545.36,1020494.63,2025-05-30,2025-09-28,2025-12-13,186,478,Completed,AG0111,V00003,19.638072,74.086922,1,0,1,0,2,1,delay_anomaly
MPLADS-W009761,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 349,895598.0,976805.35,1114312.4,2024-06-30,2024-11-20,2025-03-01,264,278,In Progress,AG0111,V00005,19.522497,74.179323,0,1,1,2,5,1,duplicate_work
MPLADS-W009762,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Road,Road Repair,Road Repair for public use in Constituency 349,1520379.93,1541623.07,1535801.54,2024-04-23,2024-10-03,2025-01-21,112,125,Completed,AG0031,V00047,19.662063,74.10656,1,1,1,0,4,0,none
MPLADS-W009763,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 349,1567396.4,1584922.05,1551090.45,2025-02-07,2025-05-27,2025-09-01,158,166,Completed,AG0031,V00005,19.502572,74.101942,1,1,1,0,2,0,none
MPLADS-W009764,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Water,Borewell,Borewell for public use in Constituency 349,1537131.18,1624170.55,2058699.64,2024-04-13,2024-08-13,2024-09-16,251,340,Completed,AG0141,V00003,19.74081,74.098045,0,0,0,1,9,1,payment_anomaly
MPLADS-W009765,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Community,Bus Shelter,Bus Shelter for public use in Constituency 349,795800.96,789796.34,785280.8,2025-06-23,2025-10-26,2026-01-07,114,116,Completed,AG0111,V00047,19.529084,74.209922,1,1,1,1,2,0,none
MPLADS-W009766,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 349,1443706.94,1467723.1,1497802.15,2025-02-06,2025-05-24,2025-07-07,117,115,In Progress,AG0141,V00003,19.742104,74.104943,0,1,1,5,5,1,duplicate_work
MPLADS-W009767,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Drainage,Drain Repair,Drain Repair for public use in Constituency 349,1540400.67,2050993.89,2624686.6,2024-10-10,2025-03-17,2025-07-09,259,276,Completed,AG0111,V00003,19.697879,74.163286,0,1,1,0,5,1,cost_anomaly
MPLADS-W009768,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 349,670613.27,667956.9,521011.83,2024-07-13,2024-12-07,2025-02-16,161,298,Sanctioned,AG0111,V00003,19.524426,74.232491,1,1,1,0,2,1,delay_anomaly
MPLADS-W009769,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Education,Smart Classroom,Smart Classroom for public use in Constituency 349,618994.26,636195.77,638044.81,2024-07-19,2024-08-27,2024-11-21,141,119,Completed,AG0141,V00005,19.705553,74.272779,1,1,1,1,3,0,none
MPLADS-W009770,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 349,912962.68,885666.21,911522.52,2025-03-07,2025-08-11,2025-12-01,229,211,Completed,AG0031,V00005,19.777838,74.335532,1,1,1,0,2,0,none
MPLADS-W009771,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 349,1425119.73,1475928.93,1460396.5,2025-05-14,2025-08-10,2025-11-09,196,215,In Progress,AG0141,V00005,19.643708,74.140296,1,1,1,3,6,1,duplicate_work
MPLADS-W009772,MP0349,Andaman and Nicobar Islands,District 109,Constituency 349,Drainage,RCC Drain,RCC Drain for public use in Constituency 349,817245.39,834856.54,778188.89,2024-04-12,2024-08-13,2024-10-31,106,104,In Progress,AG0111,V00003,19.712799,74.119545,1,1,1,0,2,0,none
